date,chapo,dough,lpotl,msw,naddp,seccap,tcb,tco,tesd,tmg
2019-04-04,27487.0,7150.0,11398,7134.0,6602.0,11088.0,9947.0,8072.0,6654.0,6823.0
2019-04-05,27584.0,7163.0,11410,7148.0,6648.0,11117.0,9980.0,8110.0,6673.0,6895.0
2019-04-06,27619.0,7161.0,11417,7150.0,6671.0,11128.0,10006.0,8129.0,6689.0,6931.0
2019-04-07,27677.0,7167.0,11424,7156.0,6698.0,11137.0,10032.0,8148.0,6697.0,6974.0
2019-04-08,27788.0,7199.0,11487,7183.0,6769.0,11189.0,10098.0,8225.0,6743.0,7329.0
2019-04-09,27845.0,7219.0,11491,7201.0,6797.0,11208.0,10120.0,8263.0,6746.0,7489.0
2019-04-10,27897.0,7235.0,11498,7200.0,6818.0,11238.0,10135.0,8303.0,6749.0,7564.0
2019-04-11,27930.0,7244.0,11503,7203.0,6849.0,11293.0,10148.0,8329.0,6755.0,7595.0
2019-04-12,27960.0,7251.0,11503,7213.0,6876.0,11315.0,10165.0,8356.0,6760.0,7646.0
2019-04-13,27990.0,7253.0,11516,7232.0,6891.0,11322.0,10173.0,8377.0,6765.0,7679.0
2019-04-14,28030.0,7254.0,11522,7250.0,6917.0,11331.0,10179.0,8392.0,6771.0,7721.0
2019-04-15,28085.0,7255.0,11563,7285.0,6946.0,11363.0,10215.0,8436.0,6789.0,7787.0
2019-04-16,28127.0,7258.0,11573,7301.0,6964.0,11369.0,10236.0,8483.0,6791.0,7810.0
2019-04-17,28169.0,7262.0,11574,7320.0,6976.0,11381.0,10246.0,8519.0,6790.0,7835.0
2019-04-18,28227.0,7262.0,11581,7358.0,6995.0,11395.0,10252.0,8562.0,6792.0,7873.0
2019-04-19,28263.0,7267.0,11587,7375.0,7007.0,11402.0,10264.0,8593.0,6797.0,7890.0
2019-04-20,28292.0,7272.0,11592,7386.0,7031.0,11404.0,10280.0,8611.0,6797.0,7896.0
2019-04-21,28336.0,7277.0,11594,7397.0,7046.0,11404.0,10283.0,8622.0,6794.0,7909.0
2019-04-22,28371.0,7287.0,11605,7417.0,7057.0,11409.0,10301.0,8647.0,6806.0,7925.0
2019-04-23,28399.0,7310.0,11601,7419.0,7073.0,11404.0,10309.0,8665.0,6800.0,7945.0
2019-04-24,28425.0,7315.0,11597,7422.0,7091.0,11405.0,10315.0,8687.0,6795.0,7950.0
2019-04-25,28531.0,7317.0,11597,7439.0,7114.0,11407.0,10317.0,8691.0,6793.0,7945.0
2019-04-26,28607.0,7319.0,11597,7440.0,7127.0,11406.0,10314.0,8701.0,6790.0,7952.0
2019-04-27,28646.0,7322.0,11592,7447.0,7125.0,11407.0,10329.0,8708.0,6783.0,7966.0
2019-04-28,28690.0,7326.0,11594,7462.0,7128.0,11408.0,10324.0,8709.0,6781.0,7960.0
2019-04-29,28699.0,7324.0,11587,7473.0,7135.0,11400.0,10334.0,8705.0,6775.0,7956.0
2019-04-30,28684.0,7293.0,11564,7491.0,7128.0,11391.0,10336.0,8709.0,6750.0,7933.0
2019-05-01,27648.0,7092.0,11051,7293.0,6808.0,10619.0,9876.0,8370.0,6420.0,7278.0
2019-05-02,27954.0,7134.0,11145,7352.0,6919.0,10819.0,9990.0,8479.0,6496.0,7416.0
2019-05-03,28304.0,7175.0,11230,7393.0,7008.0,10921.0,10071.0,8572.0,6563.0,7527.0
2019-05-04,28404.0,7175.0,11240,7400.0,7031.0,10945.0,10092.0,8592.0,6571.0,7558.0
2019-05-05,28478.0,7186.0,11250,7410.0,7042.0,10963.0,10119.0,8606.0,6575.0,7579.0
2019-05-06,28553.0,7210.0,11264,7427.0,7063.0,11007.0,10166.0,8629.0,6580.0,7588.0
2019-05-07,28598.0,7240.0,11274,7441.0,7073.0,11089.0,10196.0,8691.0,6582.0,7610.0
2019-05-08,28700.0,7260.0,11337,7466.0,7119.0,11381.0,10248.0,8777.0,6614.0,7733.0
2019-05-09,28732.0,7268.0,11354,7472.0,7148.0,11491.0,10261.0,8815.0,6621.0,7784.0
2019-05-10,28844.0,7276.0,11374,7476.0,7171.0,11532.0,10268.0,8857.0,6626.0,7820.0
2019-05-11,28920.0,7283.0,11386,7479.0,7190.0,11540.0,10269.0,8885.0,6626.0,7845.0
2019-05-12,28993.0,7280.0,11400,7481.0,7208.0,11551.0,10279.0,8908.0,6630.0,7860.0
2019-05-13,29017.0,7280.0,11420,7479.0,7223.0,11553.0,10295.0,8933.0,6631.0,7884.0
2019-05-14,29043.0,7294.0,11494,7482.0,7228.0,11548.0,10310.0,8995.0,6636.0,7887.0
2019-05-15,29124.0,7316.0,11612,7480.0,7261.0,11571.0,10343.0,9071.0,6650.0,7926.0
2019-05-16,29202.0,7322.0,11665,7477.0,7316.0,11578.0,10349.0,9115.0,6651.0,7931.0
2019-05-17,29317.0,7323.0,11696,7476.0,7363.0,11574.0,10364.0,9153.0,6646.0,7943.0
2019-05-18,29369.0,7324.0,11720,7472.0,7393.0,11574.0,10376.0,9169.0,6648.0,7955.0
2019-05-19,29421.0,7330.0,11736,7475.0,7416.0,11575.0,10386.0,9194.0,6650.0,8299.0
2019-05-20,29446.0,7327.0,11750,7476.0,7439.0,11572.0,10385.0,9220.0,6650.0,8647.0
2019-05-21,29459.0,7333.0,11771,7475.0,7460.0,11572.0,10393.0,9279.0,6651.0,8843.0
2019-05-22,29505.0,7341.0,11799,7484.0,7483.0,11571.0,10405.0,9329.0,6655.0,9327.0
2019-05-23,29545.0,7341.0,11814,7489.0,7508.0,11576.0,10405.0,9371.0,6652.0,9515.0
2019-05-24,29570.0,7337.0,11818,7496.0,7530.0,11578.0,10413.0,9394.0,6654.0,9693.0
2019-05-25,29609.0,7336.0,11822,7496.0,7550.0,11579.0,10415.0,9413.0,6655.0,9753.0
2019-05-26,29687.0,7338.0,11833,7497.0,7565.0,11579.0,10424.0,9431.0,6654.0,9788.0
2019-05-27,29711.0,7345.0,11839,7499.0,7579.0,11575.0,10426.0,9439.0,6652.0,9813.0
2019-05-28,29726.0,7348.0,11844,7493.0,7577.0,11570.0,10428.0,9466.0,6645.0,9835.0
2019-05-29,29738.0,7348.0,11858,7496.0,7586.0,11564.0,10425.0,9485.0,6649.0,9850.0
2019-05-30,29726.0,7343.0,11855,7487.0,7583.0,11572.0,10410.0,9500.0,6639.0,9857.0
2019-05-31,29716.0,7330.0,11857,7482.0,7592.0,11567.0,10404.0,9501.0,6626.0,9882.0
2019-06-01,28629.0,7113.0,11375,7248.0,7268.0,11144.0,9979.0,9103.0,6352.0,9127.0
2019-06-02,28765.0,7153.0,11415,7272.0,7326.0,11189.0,10045.0,9165.0,6387.0,9236.0
2019-06-03,28905.0,7172.0,11455,7298.0,7377.0,11257.0,10128.0,9241.0,6430.0,9330.0
2019-06-04,28934.0,7226.0,11462,7299.0,7408.0,11314.0,10167.0,9319.0,6448.0,9358.0
2019-06-05,28961.0,7246.0,11473,7300.0,7432.0,11351.0,10206.0,9372.0,6466.0,9398.0
2019-06-06,29015.0,7253.0,11497,7306.0,7487.0,11376.0,10224.0,9416.0,6476.0,9431.0
2019-06-07,29081.0,7262.0,11518,7310.0,7547.0,11390.0,10238.0,9554.0,6492.0,9514.0
2019-06-08,29193.0,7284.0,11609,7320.0,7634.0,11423.0,10301.0,9700.0,6536.0,9642.0
2019-06-09,29230.0,7295.0,11615,7320.0,7674.0,11422.0,10317.0,9785.0,6535.0,9679.0
2019-06-10,29251.0,7300.0,11630,7322.0,7701.0,11420.0,10341.0,9880.0,6536.0,9734.0
2019-06-11,29261.0,7336.0,11625,7323.0,7723.0,11427.0,10363.0,9986.0,6535.0,9769.0
2019-06-12,29260.0,7342.0,11637,7327.0,7744.0,11434.0,10372.0,10070.0,6548.0,9791.0
2019-06-13,29264.0,7352.0,11638,7325.0,7814.0,11441.0,10370.0,10165.0,6549.0,9835.0
2019-06-14,29280.0,7371.0,11642,7325.0,7872.0,11448.0,10378.0,10256.0,6556.0,9888.0
2019-06-15,29361.0,7389.0,11678,7333.0,7907.0,11460.0,10401.0,10329.0,6579.0,9970.0
2019-06-16,29378.0,7397.0,11687,7333.0,7930.0,11460.0,10414.0,10377.0,6580.0,9996.0
2019-06-17,29385.0,7410.0,11753,7331.0,7960.0,11461.0,10422.0,10450.0,6585.0,10026.0
2019-06-18,29391.0,7439.0,11805,7326.0,7988.0,11461.0,10425.0,10524.0,6582.0,10049.0
2019-06-19,29395.0,7452.0,11813,7318.0,8013.0,11465.0,10435.0,10613.0,6585.0,10074.0
2019-06-20,29416.0,7458.0,11827,7314.0,8044.0,11459.0,10442.0,10679.0,6585.0,10097.0
2019-06-21,29417.0,7464.0,11834,7307.0,8054.0,11464.0,10439.0,10713.0,6581.0,10139.0
2019-06-22,29426.0,7476.0,11854,7308.0,8064.0,11468.0,10448.0,10761.0,6587.0,10217.0
2019-06-23,29431.0,7486.0,11853,7300.0,8071.0,11468.0,10450.0,10783.0,6590.0,10248.0
2019-06-24,29409.0,7498.0,11855,7298.0,8090.0,11466.0,10438.0,10833.0,6587.0,10267.0
2019-06-25,29384.0,7507.0,11856,7294.0,8117.0,11465.0,10439.0,10892.0,6584.0,10292.0
2019-06-26,29364.0,7513.0,11863,7290.0,8134.0,11464.0,10441.0,10929.0,6581.0,10319.0
2019-06-27,29365.0,7518.0,11862,7288.0,8148.0,11464.0,10443.0,10951.0,6582.0,10348.0
2019-06-28,29411.0,7511.0,11856,7285.0,8171.0,11456.0,10443.0,10989.0,6584.0,10394.0
2019-06-29,29472.0,7508.0,11864,7275.0,8172.0,11455.0,10449.0,10998.0,6586.0,10422.0
2019-06-30,29502.0,7510.0,11862,7277.0,8173.0,11455.0,10430.0,11011.0,6578.0,10424.0
2019-07-01,28497.0,7340.0,11339,7075.0,7850.0,11004.0,9948.0,10522.0,6289.0,9624.0
2019-07-02,28696.0,7411.0,11409,7117.0,7966.0,11141.0,10027.0,10682.0,6357.0,9776.0
2019-07-03,28843.0,7446.0,11477,7148.0,8046.0,11210.0,10088.0,10817.0,6427.0,9886.0
2019-07-04,28890.0,7456.0,11480,7155.0,8090.0,11239.0,10101.0,10846.0,6437.0,9910.0
2019-07-05,28948.0,7473.0,11484,7157.0,8140.0,11253.0,10117.0,10902.0,6453.0,9967.0
2019-07-06,28970.0,7484.0,11486,7160.0,8180.0,11264.0,10130.0,10931.0,6454.0,10014.0
2019-07-07,29016.0,7490.0,11490,7158.0,8213.0,11266.0,10154.0,10970.0,6462.0,10046.0
2019-07-08,29134.0,7514.0,11539,7185.0,8287.0,11298.0,10244.0,11059.0,6506.0,10144.0
2019-07-09,29151.0,7531.0,11536,7203.0,8320.0,11300.0,10275.0,11151.0,6509.0,10174.0
2019-07-10,29179.0,7547.0,11531,7215.0,8349.0,11306.0,10294.0,11202.0,6515.0,10215.0
2019-07-11,29285.0,7552.0,11529,7225.0,8390.0,11315.0,10318.0,11257.0,6523.0,10240.0
2019-07-12,29369.0,7563.0,11536,7235.0,8427.0,11319.0,10358.0,11318.0,6532.0,10272.0
2019-07-13,29414.0,7573.0,11537,7242.0,8446.0,11322.0,10393.0,11355.0,6543.0,10288.0
2019-07-14,29471.0,7584.0,11539,7244.0,8473.0,11327.0,10431.0,11402.0,6553.0,10313.0
2019-07-15,29589.0,7594.0,11575,7272.0,8518.0,11353.0,10491.0,11481.0,6568.0,10386.0
2019-07-16,29617.0,7614.0,11575,7280.0,8549.0,11357.0,10512.0,11852.0,6569.0,10392.0
2019-07-17,29650.0,,11590,,8584.0,11363.0,10535.0,12046.0,6571.0,10598.0
2019-07-18,29671.0,7632.0,11584,7273.0,8606.0,11368.0,10552.0,12154.0,6577.0,10681.0
2019-07-19,29719.0,7633.0,11588,7281.0,8657.0,11371.0,10565.0,12254.0,6576.0,10699.0
2019-07-20,29782.0,7636.0,11593,7283.0,8691.0,11372.0,10570.0,12302.0,6579.0,10715.0
2019-07-21,29838.0,7642.0,11598,7289.0,8721.0,11368.0,10604.0,12349.0,6581.0,10730.0
2019-07-22,29899.0,7650.0,11619,7297.0,8748.0,11381.0,10631.0,12425.0,6594.0,10768.0
2019-07-23,29907.0,7659.0,11623,7298.0,8772.0,11379.0,10645.0,12489.0,6596.0,10781.0
2019-07-24,29916.0,7671.0,11619,7296.0,8806.0,11383.0,10654.0,12529.0,6593.0,10791.0
2019-07-25,29930.0,7671.0,11615,7305.0,8837.0,11386.0,10670.0,12556.0,6593.0,10798.0
2019-07-26,29999.0,7670.0,11617,7302.0,8922.0,11389.0,10678.0,12585.0,6592.0,10817.0
2019-07-27,30053.0,7677.0,11624,7300.0,8975.0,11387.0,10688.0,12603.0,6595.0,10843.0
2019-07-28,30099.0,7683.0,11624,7300.0,8992.0,11388.0,10697.0,12622.0,6597.0,10854.0
