date,chapo,dough,lpotl,msw,naddp,seccap,tcb,tco,tesd,tmg
2018-07-21,23038.0,5853.0,8035,653.0,2831.0,11080.0,8029.0,2943.0,5969.0,3796.0
2018-07-22,23052.0,5862.0,8046,657.0,2841.0,11078.0,8047.0,2964.0,6018.0,3818.0
2018-07-23,23079.0,5873.0,8049,680.0,2854.0,11074.0,8077.0,2993.0,6044.0,3845.0
2018-07-24,23084.0,5892.0,8064,686.0,2864.0,11072.0,8098.0,3043.0,6072.0,3863.0
2018-07-25,23114.0,5895.0,8080,692.0,2879.0,11066.0,8114.0,3075.0,6104.0,3882.0
2018-07-26,23126.0,5903.0,8093,701.0,2890.0,11063.0,8124.0,3101.0,6149.0,3896.0
2018-07-27,23136.0,5918.0,8104,708.0,2903.0,11058.0,8131.0,3128.0,6182.0,3927.0
2018-07-28,23154.0,5923.0,8113,721.0,2914.0,11060.0,8142.0,3137.0,6213.0,3943.0
2018-07-29,23165.0,5925.0,8115,731.0,2925.0,11047.0,8144.0,3148.0,6242.0,3948.0
2018-07-30,23165.0,5945.0,8111,764.0,2940.0,11035.0,8157.0,3155.0,6267.0,3958.0
2018-07-31,23133.0,5949.0,8110,770.0,2943.0,11031.0,8163.0,3166.0,6279.0,3963.0
2018-08-01,22150.0,5807.0,7820,729.0,2882.0,10710.0,7292.0,3157.0,6120.0,3776.0
2018-08-02,22501.0,5826.0,7789,763.0,2888.0,10628.0,7880.0,3177.0,6121.0,3687.0
2018-08-03,22681.0,5853.0,7852,772.0,2940.0,10707.0,7948.0,3228.0,6184.0,3773.0
2018-08-04,22761.0,5860.0,7874,777.0,2982.0,10728.0,7979.0,3263.0,6204.0,3818.0
2018-08-05,22813.0,5867.0,7891,782.0,3018.0,10741.0,8012.0,3280.0,6219.0,3840.0
2018-08-06,22857.0,5877.0,7908,805.0,3045.0,10763.0,8063.0,3316.0,6251.0,3865.0
2018-08-07,22920.0,5920.0,7929,821.0,3077.0,10808.0,8115.0,3369.0,6272.0,3886.0
2018-08-08,22960.0,5934.0,7938,826.0,3095.0,10836.0,8153.0,3410.0,6297.0,3904.0
2018-08-09,22997.0,5942.0,7953,832.0,3128.0,10867.0,8182.0,3456.0,6320.0,3920.0
2018-08-10,23063.0,5947.0,7976,839.0,3151.0,10889.0,8206.0,3495.0,6345.0,3934.0
2018-08-11,23103.0,5946.0,7983,845.0,3165.0,10904.0,8218.0,3512.0,6363.0,3945.0
2018-08-12,23127.0,5953.0,7994,857.0,3180.0,10912.0,8241.0,3530.0,6374.0,3958.0
2018-08-13,23166.0,5965.0,8023,879.0,3210.0,10931.0,8266.0,3556.0,6386.0,3982.0
2018-08-14,23196.0,5990.0,8037,885.0,3229.0,10942.0,8282.0,3575.0,6402.0,3999.0
2018-08-15,23233.0,6008.0,8061,893.0,3248.0,10980.0,8310.0,3606.0,6411.0,4018.0
2018-08-16,23272.0,6043.0,8100,900.0,3276.0,10995.0,8339.0,3625.0,6424.0,4032.0
2018-08-17,23285.0,6061.0,8120,902.0,3290.0,10995.0,8349.0,3652.0,6436.0,4063.0
2018-08-18,23302.0,6073.0,8144,907.0,3302.0,11003.0,8362.0,3669.0,6443.0,4084.0
2018-08-19,23325.0,6093.0,8172,910.0,3311.0,11002.0,8373.0,3674.0,6454.0,4117.0
2018-08-20,23340.0,6110.0,8200,926.0,3330.0,10997.0,8389.0,3690.0,6461.0,4133.0
2018-08-21,23344.0,6123.0,8221,967.0,3340.0,11000.0,8404.0,3722.0,6472.0,4145.0
2018-08-22,23361.0,6135.0,8244,1052.0,3351.0,11005.0,8418.0,3735.0,6478.0,4155.0
2018-08-23,23374.0,6140.0,8262,1092.0,3377.0,11013.0,8432.0,3751.0,6480.0,4164.0
2018-08-24,23407.0,6147.0,8274,1098.0,3401.0,11018.0,8436.0,3767.0,6489.0,4188.0
2018-08-25,23442.0,6148.0,8296,1104.0,3415.0,11023.0,8442.0,3776.0,6505.0,4199.0
2018-08-26,23479.0,6158.0,8310,1118.0,3420.0,11025.0,8452.0,3781.0,6507.0,4470.0
2018-08-27,23522.0,6173.0,8329,1162.0,3436.0,11019.0,8458.0,3782.0,6508.0,4594.0
2018-08-28,23519.0,6190.0,8338,1184.0,3445.0,11018.0,8460.0,3798.0,6509.0,4641.0
2018-08-29,23541.0,6196.0,8346,1205.0,3460.0,11020.0,8459.0,3804.0,6512.0,4662.0
2018-08-30,23590.0,6189.0,8345,1210.0,3466.0,11013.0,8453.0,3799.0,6521.0,4666.0
2018-08-31,23618.0,6187.0,8354,1224.0,3476.0,11013.0,8447.0,3797.0,6521.0,4668.0
2018-09-01,21828.0,5910.0,7877,1092.0,3324.0,10517.0,7094.0,3650.0,6170.0,4306.0
2018-09-02,22719.0,6024.0,7989,1180.0,3368.0,10584.0,7977.0,3695.0,6238.0,4339.0
2018-09-03,22885.0,6052.0,8033,1237.0,3397.0,10688.0,8065.0,3724.0,6271.0,4379.0
2018-09-04,22972.0,6101.0,8046,1269.0,3414.0,10738.0,8115.0,3750.0,6298.0,4385.0
2018-09-05,23038.0,6134.0,8072,1300.0,3426.0,10778.0,8150.0,3770.0,6322.0,4392.0
2018-09-06,23092.0,6157.0,8090,1331.0,3478.0,10805.0,8171.0,3782.0,6348.0,4402.0
2018-09-07,23184.0,6167.0,8117,1345.0,3517.0,10845.0,8194.0,3799.0,6387.0,4429.0
2018-09-08,23345.0,6186.0,8201,1364.0,3551.0,10886.0,8270.0,3836.0,6434.0,4494.0
2018-09-09,23389.0,6194.0,8215,1380.0,3571.0,10896.0,8293.0,3842.0,6450.0,4508.0
2018-09-10,23440.0,6202.0,8229,1438.0,3593.0,10901.0,8325.0,3862.0,6464.0,4510.0
2018-09-11,23469.0,6213.0,8255,1477.0,3610.0,10919.0,8360.0,3949.0,6478.0,4509.0
2018-09-12,23473.0,6219.0,8267,1501.0,3619.0,10918.0,8372.0,3975.0,6484.0,4511.0
2018-09-13,23498.0,6223.0,8281,1524.0,3651.0,10925.0,8382.0,4004.0,6493.0,4521.0
2018-09-14,23533.0,6227.0,8307,1566.0,3679.0,10931.0,8397.0,4028.0,6501.0,4520.0
2018-09-15,23605.0,6240.0,8364,1586.0,3695.0,10958.0,8424.0,4047.0,6529.0,4559.0
2018-09-16,23628.0,6246.0,8388,1602.0,3721.0,10959.0,8432.0,4061.0,6535.0,4566.0
2018-09-17,23653.0,6251.0,8406,1697.0,3745.0,10957.0,8442.0,4075.0,6539.0,4569.0
2018-09-18,23680.0,6258.0,8423,1730.0,3760.0,10961.0,8457.0,4111.0,6544.0,4573.0
2018-09-19,23684.0,6259.0,8451,1755.0,3781.0,10963.0,8466.0,4140.0,6551.0,4603.0
2018-09-20,23695.0,6261.0,8457,1781.0,3795.0,10967.0,8474.0,4156.0,6562.0,4610.0
2018-09-22,23728.0,6269.0,8496,1805.0,3813.0,10988.0,8500.0,4195.0,6578.0,4636.0
2018-09-23,23742.0,6268.0,8514,1821.0,3826.0,10992.0,8512.0,4207.0,6582.0,4653.0
2018-09-24,23737.0,6270.0,8533,1891.0,3831.0,10986.0,8534.0,4216.0,6587.0,4658.0
2018-09-25,23763.0,6289.0,8597,1968.0,3851.0,10989.0,8551.0,4245.0,6598.0,4669.0
2018-09-26,23789.0,6293.0,8676,2008.0,3858.0,10991.0,8560.0,4260.0,6604.0,4674.0
2018-09-27,23804.0,6295.0,8729,2024.0,3875.0,10998.0,8557.0,4265.0,6617.0,4691.0
2018-09-28,23828.0,6289.0,8745,2037.0,3893.0,10993.0,8561.0,4282.0,6622.0,4739.0
2018-09-29,23890.0,6292.0,8750,2059.0,3895.0,10990.0,8564.0,4282.0,6624.0,4773.0
2018-09-30,23943.0,6287.0,8757,2117.0,3905.0,10990.0,8566.0,4283.0,6629.0,4803.0
2018-10-01,23168.0,6153.0,8509,2054.0,3817.0,10588.0,8150.0,4164.0,6393.0,4601.0
2018-10-02,23301.0,6196.0,8564,2068.0,3788.0,10523.0,8266.0,4169.0,6358.0,4537.0
2018-10-03,23460.0,6238.0,8672,2107.0,3836.0,10675.0,8348.0,4226.0,6420.0,4602.0
2018-10-04,23514.0,6264.0,8706,2116.0,3889.0,10732.0,8376.0,4263.0,6449.0,4634.0
2018-10-05,23602.0,6271.0,8767,2124.0,3925.0,10773.0,8403.0,4285.0,6484.0,4698.0
2018-10-06,23693.0,6279.0,8793,2127.0,3946.0,10781.0,8424.0,4308.0,6506.0,4740.0
2018-10-07,23758.0,6289.0,8827,2136.0,3960.0,10790.0,8461.0,4330.0,6512.0,4784.0
2018-10-08,23890.0,6313.0,8920,2151.0,4005.0,10868.0,8549.0,4374.0,6543.0,4845.0
2018-10-09,23946.0,6329.0,8951,2156.0,4018.0,10895.0,8589.0,4395.0,6558.0,4871.0
2018-10-10,23962.0,6332.0,8970,2156.0,4043.0,10907.0,8617.0,4410.0,6569.0,4903.0
2018-10-11,23984.0,6335.0,8982,2158.0,4094.0,10914.0,8624.0,4427.0,6584.0,4925.0
2018-10-12,24005.0,6344.0,8992,2161.0,4132.0,10923.0,8626.0,4438.0,6586.0,4963.0
2018-10-13,24054.0,6351.0,8996,2163.0,4153.0,10928.0,8646.0,4444.0,6592.0,4986.0
2018-10-14,24092.0,6357.0,9006,2162.0,4180.0,10933.0,8664.0,4452.0,6601.0,5020.0
2018-10-15,24177.0,6375.0,9055,2185.0,4220.0,10956.0,8704.0,4467.0,6629.0,5065.0
2018-10-16,24189.0,6389.0,9061,2188.0,4236.0,10959.0,8738.0,4482.0,6640.0,5091.0
2018-10-17,24202.0,6399.0,9081,2191.0,4264.0,10964.0,8755.0,4497.0,6646.0,5112.0
2018-10-18,24220.0,6403.0,9094,2193.0,4288.0,10965.0,8775.0,4512.0,6674.0,5118.0
2018-10-19,24260.0,6408.0,9107,2197.0,4304.0,10965.0,8791.0,4528.0,6706.0,5135.0
2018-10-20,24263.0,6410.0,9112,2196.0,4321.0,10966.0,8800.0,4532.0,6742.0,5166.0
2018-10-21,24293.0,6418.0,9119,2197.0,4333.0,10965.0,8820.0,4542.0,6765.0,5193.0
2018-10-22,24322.0,6427.0,9140,2208.0,4354.0,10969.0,8834.0,4559.0,6789.0,5234.0
2018-10-23,24337.0,6434.0,9144,2211.0,4376.0,10970.0,8859.0,4586.0,6792.0,5331.0
2018-10-24,24373.0,6443.0,9161,2214.0,4383.0,10969.0,8872.0,4603.0,6802.0,5407.0
2018-10-25,24411.0,6449.0,9158,2217.0,4415.0,10972.0,8891.0,4614.0,6808.0,5509.0
2018-10-26,24435.0,6447.0,9163,2218.0,4429.0,10973.0,8908.0,4627.0,6821.0,5564.0
2018-10-27,24448.0,6451.0,9170,2218.0,4431.0,10973.0,8923.0,4630.0,6822.0,5572.0
2018-10-28,24464.0,6454.0,9172,2218.0,4440.0,10969.0,8923.0,4637.0,6822.0,5578.0
2018-10-29,24464.0,6456.0,9174,2220.0,4449.0,10966.0,8928.0,4638.0,6825.0,5576.0
2018-10-30,24462.0,6471.0,9182,2220.0,4456.0,10965.0,8925.0,4644.0,6829.0,5586.0
2018-10-31,24427.0,6465.0,9188,2225.0,4464.0,10968.0,8920.0,4648.0,6822.0,5592.0
2018-11-01,23800.0,6318.0,8867,2187.0,4365.0,10532.0,8624.0,4526.0,6576.0,5271.0
2018-11-02,23807.0,6300.0,8846,2183.0,4363.0,10497.0,8629.0,4553.0,6579.0,5270.0
2018-11-03,23948.0,6329.0,8895,2190.0,4406.0,10561.0,8691.0,4601.0,6620.0,5349.0
2018-11-04,24014.0,6346.0,8918,2192.0,4431.0,10584.0,8733.0,4627.0,6639.0,5369.0
2018-11-05,24056.0,6358.0,8934,2197.0,4461.0,10640.0,8759.0,4671.0,6650.0,5369.0
2018-11-06,24096.0,6390.0,8957,2200.0,4473.0,10686.0,8792.0,4708.0,6658.0,5405.0
2018-11-07,24140.0,6412.0,8972,2203.0,4496.0,10741.0,8819.0,4743.0,6681.0,5441.0
2018-11-08,24296.0,6432.0,9031,2218.0,4547.0,10814.0,8869.0,4791.0,6718.0,5495.0
2018-11-09,24355.0,6444.0,9055,2221.0,4603.0,10847.0,8879.0,4807.0,6733.0,5517.0
2018-11-10,24381.0,6452.0,9065,2227.0,4624.0,10857.0,8894.0,4819.0,6746.0,5535.0
2018-11-11,24411.0,6463.0,9076,2228.0,4662.0,10866.0,8904.0,4827.0,6758.0,5547.0
2018-11-12,24451.0,6481.0,9087,2236.0,4698.0,10876.0,8923.0,4833.0,6767.0,5559.0
2018-11-13,24461.0,6489.0,9098,2240.0,4724.0,10878.0,8937.0,4850.0,6772.0,5569.0
2018-11-14,24485.0,6496.0,9111,2244.0,4742.0,10892.0,8952.0,4862.0,6782.0,5598.0
2018-11-15,24566.0,6510.0,9144,2251.0,4767.0,10923.0,8974.0,4890.0,6800.0,5644.0
2018-11-16,24622.0,6512.0,9154,2253.0,4790.0,10938.0,8991.0,4907.0,6811.0,5664.0
2018-11-17,24655.0,6519.0,9156,2254.0,4806.0,10945.0,8999.0,4909.0,6821.0,5670.0
2018-11-18,24679.0,6527.0,9164,2257.0,4824.0,10949.0,9005.0,4925.0,6828.0,5681.0
2018-11-19,24689.0,6535.0,9169,2275.0,4836.0,10955.0,9032.0,4933.0,6839.0,5696.0
2018-11-20,24685.0,6553.0,9169,2279.0,4851.0,10963.0,9054.0,4951.0,6856.0,5705.0
2018-11-21,24687.0,6560.0,9185,2284.0,4856.0,10993.0,9075.0,4961.0,6866.0,5724.0
2018-11-22,24722.0,6567.0,9201,2287.0,4880.0,11031.0,9090.0,4964.0,6891.0,5750.0
2018-11-23,24748.0,6573.0,9207,2290.0,4893.0,11046.0,9092.0,4974.0,6941.0,5780.0
2018-11-24,24744.0,6578.0,9218,2295.0,4904.0,11057.0,9093.0,4978.0,7005.0,5798.0
2018-11-25,24762.0,6587.0,9224,2302.0,4914.0,11068.0,9095.0,4980.0,7064.0,5811.0
2018-11-26,24786.0,6590.0,9227,2315.0,4925.0,11073.0,9098.0,4984.0,7084.0,5832.0
2018-11-27,24786.0,6587.0,9241,2329.0,4938.0,11080.0,9096.0,4998.0,7097.0,5835.0
2018-11-28,24798.0,6582.0,9243,2342.0,4948.0,11094.0,9104.0,5018.0,7106.0,5843.0
2018-11-29,24807.0,6575.0,9240,2355.0,4965.0,11096.0,9107.0,5031.0,7117.0,5851.0
2018-11-30,24820.0,6575.0,9238,2367.0,4978.0,11106.0,9109.0,5044.0,7106.0,5853.0
2018-12-01,23989.0,6413.0,8904,2308.0,4799.0,10598.0,8731.0,4891.0,6857.0,5462.0
2018-12-02,24049.0,6430.0,8917,2321.0,4812.0,10647.0,8746.0,4921.0,6899.0,5458.0
2018-12-03,24180.0,6458.0,8978,2356.0,4848.0,10796.0,8835.0,4988.0,6952.0,5515.0
2018-12-04,24227.0,6519.0,8991,2382.0,4870.0,10859.0,8874.0,5062.0,6971.0,5540.0
2018-12-05,24286.0,6539.0,9011,2402.0,4885.0,10904.0,8911.0,5114.0,6995.0,5552.0
2018-12-06,24321.0,6551.0,9025,2415.0,4930.0,10946.0,8942.0,5141.0,7005.0,5572.0
2018-12-07,24383.0,6561.0,9040,2428.0,4954.0,10972.0,8971.0,5180.0,7021.0,5611.0
2018-12-08,24509.0,6583.0,9111,2440.0,5002.0,11009.0,9038.0,5222.0,7062.0,5708.0
2018-12-09,24552.0,6588.0,9120,2455.0,5024.0,11021.0,9072.0,5246.0,7069.0,5726.0
2018-12-10,24563.0,6597.0,9138,2472.0,5032.0,11027.0,9111.0,5270.0,7081.0,5741.0
2018-12-11,24579.0,6610.0,9148,2493.0,5051.0,11032.0,9140.0,5319.0,7095.0,5757.0
2018-12-12,24611.0,6615.0,9155,2511.0,5071.0,11040.0,9161.0,5354.0,7105.0,5769.0
2018-12-13,24651.0,6620.0,9161,2530.0,5096.0,11043.0,9170.0,5398.0,7111.0,5791.0
2018-12-14,24703.0,6631.0,9168,2544.0,5128.0,11048.0,9187.0,5427.0,7115.0,5819.0
2018-12-15,24764.0,6637.0,9203,2563.0,5158.0,11069.0,9226.0,5450.0,7140.0,5856.0
2018-12-16,24799.0,6643.0,9224,2584.0,5178.0,11069.0,9242.0,5466.0,7142.0,5879.0
2018-12-17,24850.0,6649.0,9229,2611.0,5191.0,11072.0,9261.0,5486.0,7146.0,5897.0
2018-12-18,24849.0,6659.0,9242,2626.0,5211.0,11179.0,9266.0,5515.0,7139.0,5912.0
2018-12-19,24867.0,6661.0,9254,2644.0,5224.0,11227.0,9271.0,5546.0,7152.0,5929.0
2018-12-20,24872.0,6664.0,9272,2653.0,5236.0,11243.0,9286.0,5574.0,7154.0,5946.0
2018-12-21,24908.0,6662.0,9281,2662.0,5246.0,11255.0,9303.0,5606.0,7155.0,5973.0
2018-12-22,24938.0,6670.0,9312,2671.0,5253.0,11266.0,9322.0,5626.0,7171.0,5992.0
2018-12-23,24946.0,6678.0,9322,2680.0,5265.0,11275.0,9328.0,5637.0,7183.0,6003.0
2018-12-24,24957.0,6697.0,9325,2712.0,5272.0,11289.0,9341.0,5648.0,7195.0,6010.0
2018-12-25,24957.0,6737.0,9336,2728.0,5277.0,11298.0,9356.0,5655.0,7202.0,6021.0
2018-12-26,24958.0,6759.0,9344,2747.0,5280.0,11305.0,9364.0,5654.0,7202.0,6037.0
2018-12-27,25006.0,6768.0,9351,2792.0,5288.0,11321.0,9379.0,5667.0,7199.0,6057.0
2018-12-28,25068.0,6779.0,9359,2817.0,5301.0,11328.0,9386.0,5686.0,7188.0,6066.0
2018-12-29,25089.0,6782.0,9364,2835.0,5308.0,11329.0,9394.0,5689.0,7182.0,6092.0
2018-12-30,25098.0,6784.0,9372,2856.0,5316.0,11326.0,9400.0,5692.0,7171.0,6118.0
2018-12-31,25094.0,6779.0,9377,2993.0,5320.0,11321.0,9399.0,5689.0,7157.0,6145.0
2019-01-01,24462.0,6661.0,9147,2982.0,5177.0,10929.0,9125.0,5571.0,6903.0,5837.0
2019-01-02,24349.0,6625.0,9059,3027.0,5124.0,10826.0,9105.0,5539.0,6835.0,5757.0
2019-01-03,24511.0,6652.0,9107,3077.0,5175.0,10996.0,9155.0,5583.0,6891.0,5823.0
2019-01-04,24635.0,6657.0,9128,3108.0,5212.0,11078.0,9184.0,5633.0,6903.0,5897.0
2019-01-05,24705.0,6663.0,9149,3136.0,5238.0,11099.0,9212.0,5660.0,6912.0,5933.0
2019-01-06,24758.0,6660.0,9166,3170.0,5263.0,11117.0,9245.0,5680.0,6920.0,5970.0
2019-01-07,24791.0,6670.0,9174,3298.0,5290.0,11141.0,9282.0,5694.0,6922.0,5996.0
2019-01-08,24903.0,6719.0,9252,3384.0,5343.0,11209.0,9347.0,5774.0,6974.0,6099.0
2019-01-09,24948.0,6731.0,9272,3462.0,5360.0,11228.0,9378.0,5810.0,6981.0,6113.0
2019-01-10,25073.0,6735.0,9268,3616.0,5402.0,11245.0,9388.0,5833.0,6991.0,6132.0
2019-01-11,25197.0,6740.0,9280,3665.0,5439.0,11256.0,9365.0,5863.0,6991.0,6162.0
2019-01-12,25254.0,6746.0,9291,3711.0,5458.0,11265.0,9264.0,5866.0,6993.0,6181.0
2019-01-13,25288.0,6744.0,9300,3761.0,5480.0,11272.0,9250.0,5882.0,6988.0,6204.0
2019-01-14,25347.0,6750.0,9302,3916.0,5504.0,11280.0,9264.0,5907.0,6989.0,6232.0
2019-01-15,25416.0,6772.0,9338,4025.0,5532.0,11301.0,9301.0,5957.0,7009.0,6293.0
2019-01-17,25546.0,6785.0,9363,4197.0,5569.0,11323.0,9326.0,6005.0,7007.0,6351.0
2019-01-18,25670.0,6785.0,9378,4256.0,5591.0,11336.0,9331.0,6036.0,7011.0,6383.0
2019-01-19,25754.0,6779.0,9390,4287.0,5606.0,11342.0,9336.0,6044.0,7006.0,6391.0
2019-01-20,25803.0,6788.0,9388,4311.0,5624.0,11343.0,9345.0,6054.0,7003.0,6411.0
2019-01-21,25867.0,6796.0,9395,4358.0,5639.0,11344.0,9352.0,6060.0,7003.0,6434.0
2019-01-22,25918.0,6819.0,9419,4397.0,5659.0,11350.0,9365.0,6111.0,7009.0,6472.0
2019-01-23,25935.0,6825.0,9439,4441.0,5674.0,11350.0,9369.0,6139.0,7009.0,6484.0
2019-01-24,25955.0,6840.0,9443,4482.0,5679.0,11359.0,9384.0,6156.0,7001.0,6504.0
2019-01-25,26039.0,6845.0,9452,4548.0,5704.0,11361.0,9398.0,6172.0,6996.0,6529.0
2019-01-26,26082.0,6849.0,9464,4576.0,5721.0,11361.0,9411.0,6184.0,6985.0,6555.0
2019-01-27,26101.0,6848.0,9474,4615.0,5740.0,11362.0,9415.0,6194.0,6975.0,6580.0
2019-01-28,26114.0,6853.0,9791,4654.0,5748.0,11367.0,9418.0,6207.0,6972.0,6602.0
2019-01-29,26111.0,6857.0,9954,4687.0,5761.0,11365.0,9423.0,6224.0,6955.0,6616.0
2019-01-30,26116.0,6849.0,10034,4722.0,5766.0,11366.0,9431.0,6230.0,6943.0,6628.0
2019-01-31,26116.0,6836.0,10084,4772.0,5777.0,11373.0,9432.0,6233.0,6945.0,6616.0
2019-02-01,26105.0,6816.0,10079,4784.0,5788.0,11341.0,9408.0,6261.0,6927.0,6571.0
2019-02-02,25886.0,6778.0,10007,4763.0,5726.0,11225.0,9320.0,6201.0,6864.0,6481.0
2019-02-03,25627.0,6714.0,9885,4743.0,5682.0,11090.0,9210.0,6145.0,6769.0,6318.0
2019-02-04,25471.0,6695.0,9778,4783.0,5641.0,11019.0,9160.0,6113.0,6703.0,6224.0
2019-02-05,25524.0,6741.0,9817,4856.0,5668.0,11059.0,9184.0,6167.0,6720.0,6254.0
2019-02-06,25568.0,6761.0,9834,4919.0,5682.0,11086.0,9210.0,6218.0,6732.0,6274.0
2019-02-07,25627.0,6779.0,9840,5026.0,5743.0,11140.0,9229.0,6247.0,6739.0,6298.0
2019-02-08,25828.0,6805.0,9920,5104.0,5806.0,11204.0,9317.0,6331.0,6794.0,6423.0
2019-02-09,25880.0,6815.0,9941,5137.0,5832.0,11218.0,9333.0,6356.0,6801.0,6444.0
2019-02-10,25940.0,6820.0,9952,5167.0,5846.0,11226.0,9363.0,6380.0,6809.0,6471.0
2019-02-11,25973.0,6826.0,9964,5234.0,5863.0,11238.0,9429.0,6401.0,6812.0,6493.0
2019-02-12,25989.0,6849.0,9979,5286.0,5882.0,11244.0,9495.0,6461.0,6823.0,6529.0
2019-02-13,26005.0,6860.0,9986,5339.0,5896.0,11253.0,9528.0,6499.0,6823.0,6543.0
2019-02-14,26081.0,6868.0,9994,5398.0,5923.0,11262.0,9552.0,6537.0,6835.0,6562.0
2019-02-15,26266.0,6885.0,10048,5447.0,5973.0,11297.0,9584.0,6607.0,6871.0,6601.0
2019-02-16,26323.0,6891.0,10064,5472.0,5979.0,11306.0,9600.0,6628.0,6880.0,6613.0
2019-02-17,26371.0,6894.0,10085,5500.0,5993.0,11309.0,9626.0,6659.0,6883.0,6633.0
2019-02-18,26409.0,6899.0,10110,5555.0,6006.0,11309.0,9647.0,6688.0,6885.0,6638.0
2019-02-19,26442.0,6906.0,10116,5603.0,6015.0,11308.0,9671.0,6735.0,6883.0,6654.0
2019-02-20,26469.0,6905.0,10117,5683.0,6032.0,11310.0,9698.0,6761.0,6884.0,6689.0
2019-02-21,26502.0,6908.0,10117,5770.0,6046.0,11314.0,9714.0,6805.0,6891.0,6709.0
2019-02-22,26641.0,6916.0,10140,5806.0,6068.0,11327.0,9738.0,6844.0,6904.0,6747.0
2019-02-23,26696.0,6924.0,10152,5817.0,6078.0,11326.0,9738.0,6865.0,6907.0,6743.0
2019-02-24,26737.0,6927.0,10158,5852.0,6094.0,11325.0,9756.0,6880.0,6906.0,6746.0
2019-02-25,26752.0,6933.0,10173,5904.0,6107.0,11323.0,9768.0,6903.0,6903.0,6755.0
2019-02-26,26775.0,6935.0,10184,5957.0,6115.0,11324.0,9779.0,6939.0,6901.0,6755.0
2019-02-27,26786.0,6936.0,10191,6077.0,6127.0,11317.0,9778.0,6962.0,6899.0,6769.0
2019-02-28,26794.0,6923.0,10210,6167.0,6126.0,11321.0,9770.0,6982.0,6887.0,6756.0
2019-03-01,26114.0,6768.0,9854,6057.0,5939.0,10743.0,9433.0,6873.0,6640.0,6310.0
2019-03-02,26335.0,6800.0,9925,6106.0,5991.0,10819.0,9530.0,6982.0,6693.0,6416.0
2019-03-03,26471.0,6814.0,9968,6140.0,6020.0,10880.0,9577.0,7058.0,6713.0,6451.0
2019-03-04,26585.0,6842.0,9978,6220.0,6042.0,10976.0,9635.0,7139.0,6729.0,6471.0
2019-03-05,26633.0,6886.0,9992,6269.0,6059.0,11038.0,9666.0,7199.0,6735.0,6488.0
2019-03-06,26680.0,6902.0,10014,6328.0,6063.0,11090.0,9701.0,7267.0,6742.0,6495.0
2019-03-08,26900.0,6967.0,10093,6401.0,6165.0,11225.0,9775.0,7421.0,6812.0,6591.0
2019-03-09,26939.0,6987.0,10096,6419.0,6183.0,11237.0,9788.0,7449.0,6816.0,6631.0
2019-03-10,26978.0,7007.0,10102,6448.0,6200.0,11245.0,9815.0,7488.0,6820.0,6665.0
2019-03-11,27025.0,7019.0,10112,6512.0,6223.0,11255.0,9872.0,7566.0,6826.0,6684.0
2019-03-12,27048.0,7051.0,10132,6540.0,6239.0,11262.0,9899.0,7616.0,6825.0,6717.0
2019-03-13,27092.0,7079.0,10158,6591.0,6260.0,11265.0,9925.0,7670.0,6832.0,6751.0
2019-03-14,27229.0,7103.0,10166,6627.0,6289.0,11277.0,9947.0,7711.0,6839.0,6774.0
2019-03-15,27364.0,7129.0,10204,6641.0,6328.0,11292.0,9966.0,7772.0,6851.0,6829.0
2019-03-16,27409.0,7135.0,10232,6654.0,6346.0,11287.0,9973.0,7801.0,6850.0,6853.0
2019-03-17,27450.0,7140.0,10287,6670.0,6362.0,11285.0,9990.0,7812.0,6848.0,6866.0
2019-03-18,27523.0,7151.0,10709,6735.0,6383.0,11285.0,10023.0,7861.0,6847.0,6862.0
2019-03-19,27547.0,7176.0,11356,6765.0,6397.0,11292.0,10055.0,7903.0,6848.0,6884.0
2019-03-20,27569.0,7187.0,11532,6859.0,6424.0,11290.0,10079.0,7946.0,6847.0,6911.0
2019-03-21,27640.0,7210.0,11661,6941.0,6496.0,11307.0,10103.0,8002.0,6860.0,6974.0
2019-03-22,27674.0,7212.0,11669,6985.0,6509.0,11308.0,10104.0,8018.0,6860.0,6987.0
2019-03-23,27720.0,7221.0,11679,6992.0,6541.0,11312.0,10125.0,8030.0,6861.0,7014.0
2019-03-24,27741.0,7231.0,11692,7042.0,6563.0,11316.0,10133.0,8042.0,6862.0,7037.0
2019-03-25,27773.0,7231.0,11714,7175.0,6579.0,11315.0,10146.0,8073.0,6871.0,7052.0
2019-03-26,27799.0,7247.0,11729,7214.0,6600.0,11318.0,10153.0,8122.0,6870.0,7051.0
2019-03-27,27810.0,7250.0,11744,7236.0,6615.0,11328.0,10172.0,8148.0,6873.0,7062.0
2019-03-28,27894.0,7250.0,11756,7253.0,6634.0,11346.0,10170.0,8164.0,6865.0,7069.0
2019-03-29,27949.0,7242.0,11764,7251.0,6647.0,11350.0,10166.0,8175.0,6862.0,7124.0
2019-03-30,27973.0,7236.0,11779,7256.0,6666.0,11346.0,10174.0,8169.0,6859.0,7151.0
2019-03-31,27994.0,7228.0,11791,7261.0,6665.0,11348.0,10166.0,8161.0,6849.0,7165.0
2019-04-01,27017.0,7030.0,11281,7051.0,6398.0,10865.0,9747.0,7859.0,6514.0,6628.0
2019-04-02,27236.0,7106.0,11331,7096.0,6501.0,10970.0,9866.0,7970.0,6582.0,6749.0
2019-04-03,27384.0,7141.0,11380,7118.0,6547.0,11032.0,9924.0,8027.0,6628.0,6788.0
